sequence,AccelerometerX,AccelerometerY,AccelerometerZ
580,1314,453,-3807
581,1437,399,-3807
582,1437,399,-3804
583,1359,504,-3804
584,1365,504,-3708
585,1365,426,-3729
586,1284,294,-3729
587,1284,294,-3678
588,1281,468,-3678
589,1206,468,-3642
590,1206,612,-3633
591,1311,675,-3633
592,1311,675,-3612
593,1290,765,-3612
594,1275,765,-3612
595,1275,945,-3678
596,1197,945,-3678
597,1197,1035,-3759
598,1386,876,-3759
599,1548,876,-3879
600,1548,732,-4140
601,1728,732,-4140
602,1728,756,-4266
603,1755,666,-4266
604,1704,666,-4326
605,1704,576,-4404
606,1620,576,-4404
607,1620,513,-4344
608,1536,696,-4344
609,1635,696,-4140
610,1635,783,-4005
611,1692,783,-4005
612,1692,774,-3885
613,1644,852,-3885
614,1641,852,-3762
615,1641,744,-3729
616,1662,744,-3729
617,1662,777,-3738
618,1629,699,-3738
619,1452,699,-3708
620,1452,639,-3708
621,1470,639,-3729
622,1470,678,-3582
623,1575,741,-3582
624,1617,741,-3579
625,1617,675,-3579
626,1452,675,-3564
627,1452,642,-3501
628,1353,675,-3501
629,1428,675,-3609
630,1428,627,-3609
631,1479,627,-3672
632,1479,606,-3717
633,1428,594,-3717
634,1359,594,-3804
635,1359,597,-3804
636,1431,597,-3843
637,1431,681,-3822
638,1452,639,-3822
639,1380,639,-3978
640,1380,603,-3978
641,1332,603,-3984
642,1332,651,-3930
643,1347,633,-3930
644,1311,633,-3939
645,1311,687,-3939
646,1353,687,-3963
647,1353,621,-3879
648,1416,690,-3879
649,1416,690,-3834
650,1500,702,-3834
651,1521,702,-3759
652,1521,600,-3888
653,1497,594,-3888
654,1497,594,-3873
655,1524,654,-3873
656,1527,654,-3828
657,1527,726,-3732
658,1539,651,-3732
659,1539,651,-3792
660,1524,597,-3792
661,1395,597,-3909
662,1395,618,-3834
663,1446,654,-3834
664,1446,654,-3852
665,1488,630,-3852
666,1362,630,-3888
667,1362,651,-3813
668,1302,603,-3813
669,1302,603,-3759
670,1326,627,-3759
671,1434,627,-3783
672,1434,597,-3807
673,1398,666,-3807
674,1398,666,-3792
675,1377,636,-3792
676,1395,636,-3834
677,1395,618,-3822
678,1395,618,-3822
679,1395,621,-3888
680,1428,627,-3888
681,1350,627,-3804
682,1350,633,-3822
683,1314,633,-3822
684,1314,615,-3858
685,1365,594,-3858
686,1389,594,-3798
687,1389,651,-3888
688,1371,651,-3888
689,1371,579,-3885
690,1350,561,-3885
691,1410,561,-3819
692,1410,633,-3807
693,1485,633,-3807
694,1485,657,-3828
695,1515,603,-3828
696,1467,603,-3852
697,1467,585,-3807
698,1515,585,-3807
699,1515,633,-3798
700,1575,591,-3798
701,1527,591,-3789
702,1527,615,-3747
703,1473,615,-3747
704,1473,642,-3798
705,1440,621,-3798
706,1428,621,-3759
707,1428,600,-3759
708,1413,600,-3834
709,1413,612,-3858
710,1383,600,-3858
711,1404,600,-3828
712,1404,591,-3828
713,1368,591,-3873
714,1368,591,-3828
715,1398,630,-3828
716,1410,630,-3852
717,1410,615,-3852
718,1353,615,-3849
719,1353,624,-3819
720,1338,591,-3819
721,1338,591,-3828
722,1398,585,-3828
723,1350,585,-3843
724,1350,624,-3843
725,1320,633,-3843
726,1320,633,-3834
727,1365,582,-3834
728,1386,582,-3864
729,1386,573,-3894
730,1365,603,-3894
731,1365,603,-3873
732,1347,588,-3873
733,1347,588,-3903
734,1347,528,-3819
735,1368,624,-3819
736,1368,624,-3804
737,1317,618,-3804
738,1320,618,-3768
739,1320,582,-3834
740,1362,627,-3834
741,1362,627,-3819
742,1299,576,-3819
743,1317,576,-3798
744,1317,537,-3804
745,1317,672,-3804
746,1317,672,-3774
747,1293,654,-3774
748,1242,654,-3672
749,1242,669,-3789
750,1266,669,-3789
751,1266,627,-3804
752,1335,648,-3804
753,1338,648,-3789
754,1338,651,-3753
755,1281,651,-3753
756,1281,630,-3723
757,1338,636,-3723
758,1428,636,-3708
759,1428,708,-3678
760,1434,708,-3678
761,1434,645,-3717
762,1398,603,-3717
763,1350,603,-3783
764,1350,606,-3774
765,1413,606,-3774
766,1413,693,-3822
767,1521,621,-3822
768,1542,621,-3990
769,1542,603,-3933
770,1509,603,-3933
771,1509,633,-3948
772,1503,636,-3948
773,1422,636,-4014
774,1422,585,-3963
775,1371,585,-3963
776,1371,648,-3888
777,1422,666,-3888
778,1347,666,-3834
779,1347,648,-3834
780,1329,648,-3945
781,1329,726,-3879
782,1383,810,-3879
783,1491,810,-3768
784,1491,840,-3768
785,1458,840,-3888
786,1458,807,-3777
787,1500,828,-3777
788,1524,828,-3774
789,1524,798,-3774
790,1587,798,-3807
791,1587,819,-3849
792,1575,831,-3849
793,1575,831,-3807
794,1551,816,-3807
795,1569,816,-3807
796,1569,822,-3864
797,1566,747,-3864
798,1566,747,-3894
799,1572,750,-3894
800,1503,750,-3843
801,1503,738,-3960
802,1482,723,-3960
803,1482,723,-3837
804,1464,777,-3837
805,1437,777,-3843
806,1437,747,-3792
807,1413,693,-3792
808,1413,693,-3852
809,1413,690,-3852
810,1395,690,-3807
811,1395,696,-3843
812,1470,732,-3843
813,1470,732,-3798
814,1488,747,-3798
815,1440,747,-3774
816,1440,732,-3777
817,1464,732,-3777
818,1464,708,-3789
819,1449,741,-3789
820,1434,741,-3678
821,1434,744,-3702
822,1500,744,-3702
823,1500,738,-3732
824,1431,702,-3732
825,1326,702,-3744
826,1326,747,-3708
827,1449,747,-3708
828,1449,732,-3714
829,1491,729,-3714
830,1479,729,-3777
831,1479,720,-3789
832,1440,720,-3789
833,1440,726,-3744
834,1446,705,-3744
835,1503,705,-3753
836,1503,690,-3819
837,1422,690,-3819
838,1422,651,-3792
839,1404,723,-3792
840,1506,723,-3699
841,1506,816,-3768
842,1506,816,-3768
843,1506,765,-3762
844,1470,720,-3762
845,1398,720,-3738
846,1398,756,-3738
847,1428,756,-3813
848,1428,786,-3834
849,1416,720,-3834
850,1440,720,-3837
851,1440,765,-3837
852,1428,765,-3822
853,1428,798,-3819
854,1479,765,-3819
855,1473,765,-3828
856,1473,765,-3828
857,1434,765,-3834
858,1434,747,-3753
859,1488,810,-3753
860,1506,810,-3738
861,1506,834,-3738
862,1506,834,-3687
863,1506,783,-3708
864,1539,786,-3708
865,1539,786,-3642
866,1554,795,-3642
867,1560,795,-3603
868,1560,768,-3609
869,1479,795,-3609
870,1479,795,-3573
871,1569,897,-3573
872,1707,897,-3723
873,1707,771,-3753
874,1641,744,-3753
875,1641,744,-3822
876,1602,801,-3822
877,1680,801,-3873
878,1680,804,-3804
879,1764,774,-3804
880,1764,774,-3843
881,1623,798,-3843
882,1644,798,-3789
883,1644,849,-3762
884,1710,834,-3762
885,1710,834,-3798
886,1728,756,-3798
887,1605,756,-3843
888,1605,786,-3813
889,1611,843,-3813
890,1611,843,-3834
891,1671,756,-3834
892,1641,756,-3789
893,1641,768,-3804
894,1590,834,-3804
895,1590,834,-3762
896,1551,804,-3762
897,1533,804,-3702
898,1533,798,-3708
899,1518,798,-3708
900,1518,759,-3747
901,1527,738,-3747
902,1533,738,-3699
903,1533,768,-3762
904,1500,768,-3762
905,1500,768,-3702
906,1500,747,-3702
907,1533,747,-3759
908,1533,753,-3633
909,1467,753,-3633
910,1467,780,-3663
911,1428,744,-3663
912,1464,744,-3708
913,1464,741,-3684
914,1497,741,-3684
915,1497,759,-3657
916,1488,741,-3657
917,1434,741,-3693
918,1434,765,-3684
919,1353,765,-3684
920,1353,708,-3618
921,1359,789,-3618
922,1458,789,-3612
923,1458,810,-3654
924,1527,810,-3654
925,1527,735,-3747
926,1434,696,-3747
927,1488,696,-3828
928,1488,738,-3774
929,1572,738,-3774
930,1572,834,-3789
931,1587,774,-3789
932,1548,774,-3864
933,1548,801,-3864
934,1497,801,-3792
935,1497,825,-3852
936,1497,801,-3852
937,1527,801,-3849
938,1527,804,-3849
939,1539,804,-3864
940,1539,786,-3849
941,1521,792,-3849
942,1473,792,-3888
943,1473,825,-3888
944,1506,825,-3834
945,1506,819,-3804
946,1509,783,-3804
947,1509,783,-3819
948,1488,816,-3819
949,1440,816,-3762
950,1440,858,-3708
951,1431,810,-3708
952,1431,810,-3672
953,1419,786,-3672
954,1488,786,-3714
955,1488,894,-3693
956,1500,909,-3693
957,1500,909,-3714
958,1521,804,-3714
959,1401,804,-3759
960,1401,765,-3759
961,1464,867,-3759
962,1464,867,-3768
963,1671,918,-3768
964,1671,918,-3747
965,1671,825,-3759
966,1578,810,-3759
967,1578,810,-3834
968,1524,861,-3834
969,1593,861,-3762
970,1593,873,-3807
971,1608,849,-3807
972,1608,849,-3813
973,1566,786,-3813
974,1611,786,-3879
975,1611,876,-3837
976,1572,876,-3837
977,1572,816,-3798
978,1464,837,-3798
979,1542,837,-3894
980,1542,825,-3837
981,1635,825,-3837
982,1635,849,-3819
983,1620,843,-3819
984,1620,843,-3843
985,1620,837,-3792
986,1533,837,-3792
987,1533,771,-3753
988,1584,846,-3753
989,1626,846,-3747
990,1626,891,-3669
991,1620,891,-3669
992,1620,840,-3708
993,1464,786,-3708
994,1419,786,-3768
995,1419,792,-3807
996,1446,792,-3807
997,1446,846,-3783
998,1536,861,-3783
999,1449,861,-3768
1000,1449,732,-3768
1001,1422,732,-3768
1002,1422,735,-3768
1003,1479,798,-3768
1004,1509,798,-3744
1005,1509,777,-3768
1006,1542,777,-3768
1007,1542,804,-3693
1008,1536,753,-3693
1009,1491,753,-3729
1010,1491,780,-3729
1011,1518,780,-3714
1012,1518,702,-3699
1013,1509,747,-3699
1014,1548,747,-3753
1015,1548,819,-3753
1016,1659,819,-3693
1017,1659,753,-3729
1018,1596,732,-3729
1019,1536,732,-3753
1020,1536,714,-3753
1021,1536,714,-3783
1022,1536,777,-3687
1023,1506,750,-3687
1024,1506,750,-3693
1025,1446,651,-3693
1026,1335,651,-3738
1027,1335,801,-3792
1028,1455,798,-3792
1029,1455,798,-3723
1030,1536,780,-3723
1031,1536,780,-3789
1032,1536,741,-3762
1033,1452,753,-3762
1034,1452,753,-3759
1035,1521,783,-3759
1036,1560,783,-3759
1037,1560,747,-3768
1038,1641,783,-3768
1039,1641,783,-3747
1040,1662,735,-3747
1041,1605,735,-3885
1042,1605,717,-3684
1043,1440,726,-3684
1044,1440,726,-3702
1045,1509,741,-3702
1046,1542,741,-3717
1047,1542,744,-3747
1048,1659,786,-3747
1049,1659,786,-3783
1050,1608,783,-3783
1051,1623,783,-3729
1052,1623,771,-3669
1053,1671,771,-3669
1054,1671,801,-3693
1055,1659,792,-3693
1056,1671,792,-3762
1057,1671,756,-3738
1058,1710,756,-3738
1059,1710,792,-3762
1060,1740,786,-3762
1061,1782,786,-3747
