sequence,AccelerometerX,AccelerometerY,AccelerometerZ
506,300,669,-4020
507,300,642,-3984
508,285,636,-3984
509,249,636,-4074
510,249,621,-4020
511,231,621,-4020
512,231,621,-4080
513,261,612,-4080
514,414,612,-4083
515,414,669,-4128
516,576,669,-4128
517,576,693,-4095
518,492,624,-4095
519,351,624,-4113
520,351,600,-4059
521,240,600,-4059
522,240,630,-3999
523,339,585,-3999
524,417,585,-4095
525,417,591,-4065
526,498,591,-4065
527,498,585,-4065
528,435,600,-4065
529,372,600,-4044
530,372,573,-4059
531,333,573,-4059
532,333,582,-4014
533,360,606,-4014
534,438,606,-4053
535,438,591,-4050
536,360,591,-4050
537,360,585,-4050
538,264,588,-4050
539,228,588,-3999
540,228,576,-3999
541,207,576,-3999
542,207,612,-3999
543,228,651,-3999
544,222,651,-3960
545,222,645,-3993
546,195,645,-3993
547,195,645,-4035
548,201,639,-4035
549,174,639,-4113
550,174,672,-4068
551,213,672,-4068
552,213,678,-4110
553,222,645,-4110
554,225,645,-4140
555,225,708,-4164
556,240,708,-4164
557,240,693,-4194
558,240,681,-4194
559,216,681,-4170
560,216,663,-4194
561,249,663,-4194
562,249,708,-4140
563,291,636,-4140
564,264,636,-4173
565,264,633,-4128
566,216,633,-4128
567,216,720,-4185
568,297,726,-4185
569,240,726,-4050
570,240,549,-4059
571,225,549,-4059
572,225,624,-4155
573,354,747,-4155
574,351,747,-4035
575,351,687,-4020
576,228,687,-4020
577,228,615,-4065
578,198,624,-4065
579,261,624,-3990
580,261,639,-4005
581,318,639,-4005
582,318,639,-4005
583,312,612,-4005
584,291,612,-4035
585,291,657,-4023
586,336,657,-4023
587,336,594,-4005
588,345,633,-4005
589,330,633,-4059
590,330,579,-4104
591,330,579,-4104
592,330,615,-4149
593,267,618,-4149
594,360,618,-4104
595,360,582,-4083
596,381,636,-4083
597,381,636,-4158
598,363,627,-4158
599,381,627,-4050
600,381,618,-4080
601,261,597,-4080
602,261,597,-4119
603,312,615,-4119
604,327,615,-4038
605,327,636,-4065
606,327,591,-4065
607,327,591,-4068
608,423,585,-4068
609,369,585,-4059
610,369,621,-4098
611,360,675,-4098
612,360,675,-4038
613,372,639,-4038
614,384,639,-4068
615,384,546,-4080
616,240,585,-4080
617,240,585,-4014
618,240,579,-4014
619,276,579,-4035
620,276,606,-4074
621,378,684,-4074
622,378,684,-3984
623,363,678,-3984
624,360,678,-4005
625,360,624,-4134
626,291,597,-4134
627,291,597,-4104
628,246,642,-4104
629,234,642,-4104
630,234,678,-4140
631,228,645,-4140
632,228,645,-4110
633,291,690,-4110
634,318,690,-4134
635,318,663,-4113
636,300,657,-4113
637,300,657,-4119
638,315,678,-4119
639,360,678,-4119
640,360,621,-4104
641,354,663,-4104
642,354,663,-4089
643,303,678,-4089
644,330,678,-4128
645,330,648,-4104
646,315,567,-4104
647,315,567,-4068
648,279,639,-4068
649,318,639,-4020
650,318,603,-4068
651,312,615,-4068
652,312,615,-4053
653,321,636,-4053
654,399,636,-4005
655,399,591,-4059
656,399,552,-4059
657,399,552,-4125
658,465,504,-4125
659,423,504,-4134
660,423,543,-4029
661,351,312,-4029
662,351,312,-4209
663,243,513,-4209
664,279,513,-4149
665,279,567,-4128
666,354,549,-4128
667,354,549,-4065
668,435,567,-4065
669,348,567,-4080
670,348,600,-4113
671,354,378,-4113
672,354,378,-4125
673,285,234,-4125
674,120,234,-4173
675,120,447,-4164
676,246,372,-4164
677,246,372,-4110
678,294,552,-4110
679,408,552,-4050
680,408,579,-4044
681,210,450,-4044
682,210,450,-4044
683,6,255,-4044
684,213,255,-4158
685,213,-192,-4179
686,111,147,-4179
687,111,147,-4239
688,501,510,-4239
689,321,510,-4074
690,321,270,-4074
691,120,246,-4074
692,120,246,-4098
693,93,183,-4098
694,69,183,-4179
695,69,87,-4209
696,-186,-207,-4209
697,-186,-207,-4203
698,15,147,-4203
699,-213,147,-4110
700,-213,-15,-4179
701,-57,162,-4179
702,-57,162,-4080
703,27,237,-4080
704,36,237,-3864
705,36,-15,-4002
706,-51,-108,-4002
707,-51,-108,-4035
708,-186,-123,-4035
709,-174,-123,-4029
710,-174,120,-4035
711,-144,-51,-4035
712,-144,-51,-3972
713,3,-18,-3972
714,63,-18,-4002
715,63,-198,-4245
716,-105,-294,-4245
717,-105,-294,-4239
718,-312,-222,-4239
719,-345,-222,-4215
720,-345,-129,-4200
721,-135,18,-4200
722,-135,18,-4125
723,-93,-219,-4125
724,-87,-219,-4248
725,-87,-216,-4233
726,-231,-189,-4233
727,-231,-189,-4194
728,-264,-252,-4194
729,-294,-252,-4215
730,-294,-312,-4173
731,-180,-225,-4173
732,-180,-225,-3948
733,-183,-351,-3948
734,-171,-351,-4053
735,-171,-396,-4038
736,-594,-486,-4038
737,-594,-486,-3963
738,-189,-303,-3963
739,-42,-303,-4020
740,-42,-423,-4068
741,-267,-168,-4068
742,-267,-168,-3969
743,-306,-456,-3969
744,-318,-456,-4020
745,-318,-597,-4194
746,72,-108,-4194
747,72,-108,-3972
748,60,-282,-3972
749,-174,-282,-3927
750,-174,-738,-4068
751,-375,-510,-4068
752,-375,-510,-4110
753,-318,-543,-4110
754,-432,-543,-4185
755,-432,-354,-4065
756,45,-255,-4065
757,45,-255,-4068
758,60,-627,-4068
759,-132,-627,-3984
760,-132,-441,-4188
761,-381,-795,-4188
762,-381,-795,-4251
763,-267,-537,-4251
764,-291,-537,-4119
765,-291,-153,-4002
766,303,-177,-4002
767,303,-177,-4035
768,303,-216,-4035
769,27,-216,-4065
770,27,-381,-4089
771,-117,-495,-4089
772,-117,-495,-4008
773,-9,-534,-4008
774,114,-534,-4023
775,114,-225,-3762
776,318,-225,-3762
777,318,-225,-3828
778,276,-402,-3828
779,90,-402,-3807
780,90,-588,-4170
781,138,-678,-4170
