sequence,AccelerometerX,AccelerometerY,AccelerometerZ
1124,-888,3717,-459
1125,-957,3717,-708
1126,-957,3789,-708
1127,-612,3789,-918
1128,-612,4269,-597
1129,-84,4293,-597
1130,-282,4293,-825
1131,-282,3825,-1266
1132,264,3825,-1266
1133,264,4449,-1044
1134,438,4131,-1044
1135,222,4131,-963
1136,222,4068,-903
1137,-117,4278,-903
1138,-117,4278,-858
1139,-219,4296,-858
1140,-144,4296,-795
1141,-144,4335,-765
1142,-240,3954,-765
1143,-318,3954,-864
1144,-318,4014,-864
1145,-294,4014,-879
1146,-294,4110,-810
1147,-66,3990,-810
1148,-636,3990,-1041
1149,-636,4461,-1014
1150,-138,4461,-1014
1151,-138,4473,-894
1152,-432,4248,-894
1153,-324,4248,-1095
1154,-324,4023,-1131
1155,-591,4023,-1131
1156,-591,3747,-1251
1157,-618,3843,-1251
1158,-576,3843,-1266
1159,-576,3777,-1470
1160,-810,3558,-1470
1161,-810,3558,-1431
1162,-840,3468,-1431
1163,-477,3468,-1161
1164,-477,3804,-1245
1165,-411,3897,-1245
1166,-378,3897,-1095
1167,-378,3843,-1095
1168,-549,3843,-948
1169,-549,3705,-933
1170,-735,3774,-933
1171,-981,3774,-945
1172,-981,3753,-945
1173,-684,3753,-738
1174,-684,3921,-567
1175,-579,4212,-567
1176,-186,4212,-537
1177,-186,4371,-387
1178,0,4371,-387
1179,0,4524,-258
1180,105,4488,-258
1181,15,4488,-138
1182,15,4317,-252
1183,102,4368,-252
1184,102,4368,-243
1185,-69,4317,-243
1186,-114,4317,-246
1187,-114,4185,-213
1188,-312,3792,-213
1189,-312,3792,-342
1190,-528,3690,-342
1191,-582,3690,-459
1192,-582,3741,-558
1193,-540,3933,-558
1194,-495,3933,-564
1195,-495,4065,-564
1196,-618,4065,-648
1197,-618,4098,-468
1198,-579,4002,-468
1199,-741,4002,-444
1200,-741,3945,-414
1201,-819,3945,-414
1202,-819,3924,-489
1203,-741,3942,-489
